-0.747137388814066,-0.91651760563688,2.42395345969378,-2.50231913861861,-1.11128376493363,-0.00887177000380954,-0.22794011356689,0.0339763164036714,-2.31876896163905,0.933937934829482,1.32921134339184,-0.903937873238575,-0.454700095819035,-0.452667801706831,-0.0819901439362519,-0.190488574648325,0.195784800325131,0.485035060797661,-1.09004679030113,-0.0799607750025031,0.0865620983113515,0.499155898719399,-0.0482399516891743,0.173007768897977,0.215180433673627,-0.216139341187452,-0.124163085356517,-0.158937436911931,98.0|104702|0
-0.416175311819169,0.836120773233232,0.414762670263109,-0.765786892617376,0.803872572457914,-0.389808297673059,1.1158845538735,-0.294504425153606,0.53671965460749,-0.045542642068013,-1.71610877543225,-0.242312655347843,-0.145990177427256,-0.414060280497569,-0.896941632050921,-0.458337354826829,-0.447103951528233,-0.33082500540032,0.144364660474061,0.18576397705267,-0.00338257584884037,0.599419620723261,-0.347298115955206,-0.572725720033253,-0.088968529462156,0.599665855905733,0.307648795490294,0.0579310684993528,9.49|118217|0
-0.761535694291455,1.30012453795367,1.4725058842845,2.16847214709507,1.62285006048129,-0.0437564778703366,0.994430087409969,0.0396679957927704,-1.91971780082749,0.447150533589636,-1.72880061441541,-0.509412033968647,0.572180678762523,0.0682247641473801,-0.80719707086395,1.64214234665908,-1.56754228534,-0.477655764859566,-1.85831586373704,-0.112726264874001,-0.389187234277932,-1.44340987701882,0.0678128580751077,-0.783951315752092,-0.370030295045391,-0.684828446671661,0.0703037361150216,0.148688567152263,3.79|51604|0
1.19406627067496,-0.072582233439266,0.635285625865597,0.768616205616507,-0.735584338368551,-0.673465652619131,-0.146299156816319,-0.0656526148582274,0.646047714089895,-0.211574201767403,-0.757756837775621,0.131821518800671,-0.69169842096146,0.014078326711936,-0.0533594779935561,-0.144321695374838,0.0476212048425158,-0.66211620861494,0.255441031169989,-0.120276616100092,-0.300560759090794,-0.770991059375473,0.0744436541064127,0.397712515627784,0.285947050957671,0.286760296788728,-0.0310334554934822,0.0170518802455184,23.88|178|0
-0.348596154817377,0.380246843181307,-1.37294326053786,-2.61979519482396,1.1437453346299,-0.918860911058156,2.25134533425803,-0.423275111654033,0.118180846384821,-1.2555180549596,-1.5198497872613,0.0398119690973203,0.0587291719780182,0.334854380154451,-1.16119613226642,-0.375585430491236,-0.730378392509389,-0.612113003624852,-0.674475450945195,0.200185640384033,0.253973861273057,0.701754293282375,0.0866799325973158,0.253867414760781,-0.16801175384076,0.530043647014849,0.280034137634297,0.26967754049975,160.0|3443|0
-1.67467302859018,-0.947409120757068,2.46189514508269,0.912252126746372,-0.382928313726078,0.761202541620177,0.995505643837206,0.21553713498018,0.904984124855632,-1.13597509790143,-1.53364977165937,-0.394693298649841,-2.09115174206862,-0.700235960894068,-2.00783316979144,-0.965584210242785,0.553727573571562,-0.940967850738566,-0.336245985217712,0.541673842869836,-0.221554752050923,-0.843379052270945,0.54830520055406,-0.0130633409026509,0.492236722723087,-0.620526671122814,-0.186862010128371,-0.124847778052428,294.96|14205|0
0.237398159598997,-0.106571953443925,0.302366597473832,-0.941871154775425,0.332411595901143,0.371505783894632,-0.0357161043577594,0.214329735123254,-0.934102887244768,0.499351771211257,-0.0932066368178201,0.575066381654273,0.755671212526411,-0.104475267673441,-1.06436106949891,-0.507685030991147,-1.37324274740984,1.98470289148208,-1.80432739011309,-0.597184337811458,-0.181103856263223,-0.113025890864981,0.584975281003885,0.0996237686019564,-2.26571579949192,-1.3950086610156,0.431940248844356,0.385726094417771,34.0|94626|0
0.935243546555332,-0.260700176796945,0.082597944388963,1.26282430880988,-0.569629845658974,-0.945899009752602,0.320625799628729,-0.182800425460379,0.208414238596329,-0.0119210811817379,-0.670393001149001,-0.664509287003668,-1.5863082345978,0.74605534378297,1.11699185180066,0.14694353000092,-0.330854268689839,0.0803239955702287,-0.408979881282064,0.0777663843174418,0.105304578289692,-0.0905110535718979,-0.220839841199938,0.356422333366626,0.575112402315818,-0.339708406304629,-0.0269584623413519,0.0446319612279101,163.92|63790|0
2.05958183129218,-0.548709054843993,-0.660051831879492,-1.46834904051365,-0.699666540907437,-1.0707572311748,-0.355360172516831,-0.252965667448148,1.90511614581708,-1.00446723614227,-0.40753330892952,1.5857191736864,1.53556433653434,-0.247330377677497,1.083338492561,-0.467025897012792,-0.371296682827961,-0.460333401623665,0.76508946327568,-0.100744732729435,-0.213588669682904,-0.326822929810062,0.340294449624488,-0.14593642243503,-0.362682184815505,-0.55236682379489,0.0383677494578602,-0.0369914822219819,8.27|128876|0
0.331093613182547,-4.00654375001416,-1.77497494904388,-0.396734661141892,-1.17352874328799,1.57187529364805,-0.102907336937262,0.295890579192137,-1.22371840865887E-4,0.306998240358132,0.725054978218348,-0.0883837700860669,-0.900886644825493,0.145320864071883,-0.12394445566024,0.591911909804365,0.818177410820547,-2.1863834689999,0.099573405159827,1.60155209873435,0.398457859374205,-0.749024662317066,-0.341266823154255,-1.65258130065992,-1.00145022475115,-0.550596087558136,-0.119219025882187,0.080295500082285,889.62|136057|0
0.966479156286158,-2.01233482853843,0.49435130970772,-1.08415185006427,-2.1866193897205,-0.724992396503663,-0.943890234744601,-0.165391518343122,-1.50394634779199,1.32306662985211,-0.65083176209205,-1.33226293638959,-0.184480475369273,-0.272458529845998,0.96488518265845,-0.0749828687565431,0.42872083598714,0.464039045852415,-0.524106133531887,0.188445716442261,0.096713006141321,0.0282140665607298,-0.232729475175609,0.381863401826638,0.211779421640548,-0.130345429615568,-0.0054834138950361,0.073516121371966,287.4|117388|0
-2.40254028480292,3.08404184951493,-0.897029807448421,1.12393445937227,-1.92395173132867,1.77086845050302,-3.33882846984388,-10.3017207854825,-1.87589965431141,-2.48499181765317,-0.835699038322537,1.40136015628606,0.011026363838217,2.06056193125157,0.601628695443316,0.575170419449806,0.429770177323169,0.19386399115914,-0.327739531698692,2.24024610316561,-4.92053987574674,2.10554173786853,0.787011374049491,0.354806705916183,-0.384517263666195,-0.388665981562085,-0.019652795107067,0.046951942653708,199.9|134335|0
1.28790045033167,-0.179059539138136,0.437666620695053,0.446937173410533,-0.801955828667813,-0.870814729156217,-0.157100088228803,-0.255824724419452,-1.13855631197673,0.771167338870499,-0.473874701118471,0.231706315939568,0.840912994369877,0.127674633099215,0.780075089213868,-1.36694507597993,-0.228645774903306,0.960846920907192,-1.06342519942574,-0.452452025543813,-0.5169590906163,-1.06031983370184,0.101699790090586,0.313284095993286,0.354066066206843,-0.565706890632045,0.0426302793541789,0.0376751680199154,34.99|46890|0
-9.03113496866185,4.60254754741549,-5.70999405478747,-0.388750136307833,-5.21301295160131,0.930309988451087,-5.37921812221404,7.03361370432103,-0.97772022436784,-2.01728615585084,-1.4476789843088,2.82108969517096,0.0192798264167137,4.54336648774387,-0.177201924082045,1.52191294290973,2.60810925773607,-0.101315509103407,-1.20883265828817,-1.84176697068754,1.01357703193599,0.840097522602903,0.234779750470764,-1.35227316762997,-0.0189025431370118,0.611472085990112,-2.80259750189911,-0.918643595754851,35.46|47971|0
2.28197118216763,-1.37832394140789,-0.116195038048464,-1.49958317664543,-1.71973950163159,-0.585638354428043,-1.49955995004793,-0.151356462858835,-0.972519352369919,1.47878773570437,-0.918739390168295,-0.0934424484041948,1.8093040689013,-0.985808583504922,0.0392815802247134,-0.155171167976474,0.197442449747158,-0.0385127579889452,-0.214664208970577,-0.368805488991113,-0.270641784373511,-0.183074718779605,0.387104366616881,-0.129546617332703,-0.520957578149049,-0.364049504946385,0.0610185160701246,-0.032881051134109,3.0|36850|0
1.04138021689405,-1.69638180322401,0.509476124942161,-1.27988006087219,-1.83515475268531,-0.508883102910358,-0.862482290118885,-0.111340872841107,-2.09083842216731,1.46941860005115,1.34790116145631,0.0876475803439314,0.921889486666094,-0.222000236858536,0.0327660677686608,0.0159017343196964,0.155866040036606,0.401921237366062,-0.0215960350885923,0.155967526782191,-0.180972785441722,-0.675988470051885,-0.0296148073540516,0.294101092482353,0.0366043770331034,-0.451676003881356,0.00124134428273913,0.0582168501033891,229.7|48672|0
2.07309208380213,-0.8455235159212,-0.91327154336244,-0.444380530980747,-0.617244508781295,-0.489468935053037,-0.438083341237494,-0.226629907996388,-0.27572461533083,0.74213719249464,-1.48251896804181,0.403244890311443,1.23634931394474,-0.277241797330368,-0.118821621237994,-1.21887467289135,-0.34200489414331,0.522061856672486,-0.273621299315078,-0.425821914714698,-0.869484942508929,-2.01682292787878,0.466676162575815,-0.710849378262092,-0.678698351075447,0.086920998146909,-0.0365459555604566,-0.038853895208547,63.9|24043|0
-0.891228909125662,0.41669376181936,2.151068921361,-1.0538651374242,-0.424669941105628,-0.323416655604679,0.368693708856498,-0.0414889763861946,0.979724406171906,-0.453223107693688,-0.47854079551499,-0.248926144509339,-1.11588596860764,-0.601486696308719,-0.199876463890219,-0.26688233772789,0.00201318657223357,-0.744909378788936,-0.968482209135101,-0.0633262325656647,0.0993353117917153,0.654757436188896,-0.129097223646606,0.465594342657266,-0.32764718676269,0.952743522972185,-0.130793920330902,-0.0450982945112115,12.71|24240|0
-0.353760369510479,-0.295139230369544,1.52160293839358,-2.44935514125797,-0.485521628323443,-0.0100386862504783,-0.217643023036626,-0.0361919679185329,-2.41969535181593,0.65509224948436,-1.06658495492096,-0.926298520719027,1.16360105639963,-0.740954589816027,-0.0841506179485307,-0.773592494388276,0.599461735977993,0.0664275310976254,0.313400710772716,-0.122442040263258,-0.147043911132756,-0.00929629414150629,-0.312666664275077,0.611715136350272,0.536716460337721,0.00244216080827514,0.0606308185431575,0.0663317303499248,19.6|117184|0
1.99681487272454,-0.871610645895867,-1.24282526014524,0.55010254122156,0.0621248358286682,1.02059337133245,-0.573631787434764,0.194359638711607,-0.113851298278606,0.940552557142225,-0.915356960336748,0.668311602948434,-0.0706205645866568,-0.220612160999795,-2.41528448821212,-1.86671440179065,-0.159530838468419,1.25579829885518,0.139199622118788,-0.552681389730745,-0.687088930187744,-1.29906236948347,0.175116918854164,-0.437373637055427,0.034507756495911,-0.806942338225868,0.0471702419130981,-0.0440370242760891,59.5|80252|0
-1.09052081077092,-0.757122313251415,2.84484674290664,-1.54075606886683,-0.551409489395026,-1.1580708520886,-0.910499322748067,0.120278627897461,-0.849358282743166,-0.141877888785699,-0.182230211335835,-0.354595934370842,0.990675505665649,-0.875632265577587,0.527813198233705,1.75492856446206,-0.249457069247988,-0.731987193218595,-0.673139571969582,0.324605202051792,0.608289659281113,1.42738068179008,-0.108474625636235,0.771530423255889,0.0630585181736534,-0.223692824376297,0.085481745446113,0.127844722391481,15.99|62849|0
-0.317324259121938,0.877701391560594,0.977550118130982,-0.737374461619841,0.0640225978913891,-0.880488156973864,0.474105606012445,0.0354232822025713,0.531374433199883,-1.33049448607666,-0.541388945004047,-0.0205320107002948,0.0325055866337537,-1.47839235307769,0.411061604259447,0.618681552353581,0.3568539682352,0.369662101447245,-0.365179824805733,0.0561696777988594,-0.273524115021825,-0.610917373782283,-0.039418126608999,-0.0888706322861411,-0.16318582500152,-0.256943371639482,0.285469345204521,0.108282504423023,6.93|138768|0
1.94311545761218,0.0959794260494358,-1.92118717757558,1.29164909865874,0.468118138007565,-1.38105164328989,0.825554962845376,-0.466300582403836,8.1621165349452E-4,0.36845100289903,-0.945061956687636,-0.385970105703555,-1.1330403883562,1.03319855661193,0.354334015195446,-0.394787961148294,-0.346301572746094,-0.349486299045717,-0.442845055560518,-0.227664245506756,0.149177649765329,0.360216829539965,-0.0591522301044682,-0.108925762097488,0.409573277823914,-0.480199804199317,-0.0477103363692316,-0.0557880379465074,68.17|85728|0
-0.81501990536104,-0.190290186855667,-0.815383767181687,-3.65508545459438,0.226152903752342,-0.569256843158324,0.00794455335788113,0.34967936044134,-0.07179066194149,-0.615906189897588,-0.98141484223389,0.0308142303273977,-0.404865350797385,0.536946100721694,-0.534840215697573,-1.65043798252981,-0.593291039847604,2.54234766843029,0.336228813649049,-0.595160476183232,-9.12797000181627E-4,0.656841601164442,-0.207043742651212,-1.36375456337513,0.16286968820289,0.045037230282763,0.20170202885395,0.117879861993258,15.17|115244|0
2.07155356978366,-1.75180492442074,-0.905844924500775,-1.46392551247744,-1.56715023480396,-0.694517156008383,-1.12349641581902,-0.0892248101823463,-1.27789039784087,1.73631243782165,0.594014348375644,-0.669498726351641,-0.836019424284607,0.0216869136380757,-0.739235191189245,-0.447100314350945,0.422216338275937,0.501580085863309,-0.0247402364276182,-0.342264439901675,0.0277473452501878,0.352102539181356,0.116617886976771,-0.0102148450064456,-0.232442985336549,-0.0907828981010804,-0.0120168052011942,-0.0491958353822766,101.5|116325|0
-1.56550941285927,1.29090328650655,0.765598888704396,-0.152664851772383,0.343448023011529,-0.407409541171386,0.694388240686412,0.314397679191859,-0.448808046899343,-0.549095608484247,-1.67436956265991,-0.598282822748264,-0.454430500060016,0.513479054236181,0.523097382650023,0.606643149172438,-0.789424721150939,0.340933772482521,-0.456258515645819,-0.205282927369196,0.00580566394570184,-0.112711597224427,-0.601457522202389,-0.584848401478696,0.829792049173062,-0.345971411309013,-0.0280809331294781,-0.0579337252925901,47.02|89616|0
1.3611183851879,-1.27920107921394,0.54082636147653,-1.37043967624186,-1.57547277407113,-0.463559816236698,-1.05486059411273,-0.208239623288804,-1.7704930287136,1.34767738883867,-0.735363142462474,-0.369861334979061,2.00108015295498,-0.768291352787768,0.743294008708887,-0.0546021189995183,0.120687264223311,0.326438276398751,-0.291673239125994,-0.0369538618284924,-0.023775528591085,0.209928764714148,-0.157176492949047,-0.082222741310029,0.418142265866573,-0.0861759368405314,0.0429222206204552,0.0406281509399073,102.0|21831|0
-1.07872032077797,0.0432878862695691,2.03356776938035,-2.71031043486964,-1.43421190456246,-0.486617968361303,-0.590502349877115,0.236009369031333,-1.84220110038038,1.65994531121355,0.807380903811696,-1.21030130709284,-0.922496762524266,-0.374427672397914,-0.264174000035808,0.207868061852418,-0.0412806097413644,1.01042269568272,-0.725096982254625,-0.008499121999859,-0.0910430404736643,0.231547032925286,-0.270855708637979,0.264669018846783,0.448563286235867,-0.17243695923475,0.514719180564708,0.24283154167899,10.4|20207|0
1.95353125615922,0.812441281207158,-0.929673382002441,3.76156916193876,0.78671800997454,-0.401150027154751,0.649021099352458,-0.346691343565672,-1.37912343280216,1.42033709259251,-1.03600776118959,0.678250625861196,1.6600269479141,0.0400519546754285,-1.22892977312694,0.514365905877314,-0.789263777508236,-0.95312779476524,-1.29249647938389,-0.187837263591115,-0.106996834901724,-0.187007631738501,0.166797092403848,-0.110801472836733,0.0911545500983513,-0.135176564906055,-0.0427805511120017,-0.0501938969689279,8.17|139807|0
-0.529665291905635,-0.387325113657655,0.12312038339573,-2.52701460723405,-0.532275090279616,0.418013409328479,-0.978776134431853,-1.59464781236298,-1.81557113141962,1.442833085449,-0.513246685575883,-0.895814908308058,0.0199401330958691,-0.311316937832185,-0.926722814461299,-0.179075784262465,0.0467872433419727,1.0609622050042,0.827129182747425,-0.825504046482964,1.4411696110759,-0.190521431805794,0.0446917169814484,-1.0742428790105,-0.872269958751761,-0.185448388906715,0.263625531161996,0.226350854042231,57.5|135907|0
1.92678595738852,-2.10676091814275,-0.894204554004193,-1.48035291156992,-1.69266546573821,-0.387095399633437,-1.22001118225144,-0.0181574871852089,-1.07427182037529,1.68686020277366,0.149940952339643,-0.930660701650113,-0.966584194514749,-0.0451706612663489,-0.572358272205229,-0.0642123421301564,0.163701294626834,0.815707264051769,0.144396235680841,-0.161547284592317,-0.0261547515679579,-0.0302795668858311,0.0751165027333175,-0.386081727556245,-0.38196736209226,-0.189272288473577,-0.0190262141213858,-0.0311741625656623,186.0|108504|0
1.05489385128747,-0.188372149703982,0.0270152199208863,0.557748714058644,-0.154459361660747,-0.259232342025409,0.131920145273029,-0.0480301303955072,0.14283129232174,-0.127901992349884,-0.599135829442934,-0.126899735009333,-0.394717722259476,0.441160588237235,1.31003883552374,0.104081132054537,-0.232269042702457,-0.710049970900387,-0.306343834713432,0.0531215356577132,-0.15274200448365,-0.662426128090404,-0.0359176496546273,-0.4333003769783,0.250505708540788,0.22516692275492,-0.0435844816316015,0.0235428157048313,107.32|130190|0
1.94016755239854,-0.147107402176514,-1.45988553647532,0.171630199713538,0.661103410119932,0.245687240256231,0.0245869201103663,0.0361595513476271,0.554273690870033,-0.13628918050757,-0.0653177342088633,0.666638164831826,0.294307419708596,0.518099576555114,1.53877678830381,-1.13320463462143,0.329975901303005,-1.5034699086261,-1.33961652012625,-0.321930565004062,0.329355951842218,1.23974167904022,0.0718652571893297,-1.07481696451271,0.0602066174574694,-0.00634815997871296,0.0349124040040297,-0.0702065600978493,3.99|140717|0
-0.936844491315656,0.0663612569615703,1.35560432355845,-0.690289892315999,0.00599315084438268,-0.956894813158479,0.914015684802613,-0.0648481382469195,-2.05003313925121,0.191595930254352,0.947898656429867,-0.0299102805189903,-0.886033794319645,0.669598853327659,-0.750399647498263,-1.20807368492615,-0.481649099140345,1.33673370849507,-1.31311217040754,-0.346976785720344,-0.476586364580501,-1.35397531116268,0.244431746155151,0.401792302348724,0.0705641278266799,-0.852928494966335,0.0243562446484302,0.10477131635938,100.0|15829|0
-6.93682933842807,-4.46584333013046,-0.149587662425545,2.42755807439042,-0.932674176532915,0.719846699159976,-0.0377048965664073,1.11752873460635,0.0254147279833306,-0.463939924996741,1.19873563922704,1.03792162058172,0.0626585265778568,0.577399012336529,1.19100819968161,0.311719280951976,0.441012086025689,0.0627525018265638,0.255918846646708,-1.11577802719777,-0.126296858460411,0.414411054578645,0.561058865511837,-0.180391691486784,0.30629112275656,-0.312268821759879,-0.985116336874076,-0.0720035761490949,69.2|59707|0
-1.09321327228538,0.622495354969091,0.0334541060396387,-0.665281103145957,0.583970954762829,0.146381531258403,0.870600210467317,0.432371693119929,-2.26337327137487,-0.0412493738604713,-0.361281782426223,-0.384648854711732,-1.14408629229455,0.982372916197111,-1.49074876072389,-1.75345586299484,-0.0707569795871809,1.70398260636035,-0.567630803175785,-0.498645426055476,-0.209656131277651,-0.464783017756199,-0.350024621734019,0.21689633265865,1.2054212296543,-0.390608371018321,-0.128330151267489,-0.0425776500165753,79.95|51679|0
1.95193267860764,-0.380368984927315,-0.740430001747316,0.216068635812988,-0.0621485574206372,0.108809621665814,-0.376163158799041,-0.0317079303296343,1.12483931503491,-0.226960084236799,-1.24277331390083,0.90743022452364,1.46367911804175,-0.324290006822972,0.61864748585717,0.371655967861269,-0.887896415348369,-0.0718850419994441,0.175364362963379,7.6715311240011E-4,-0.188782323885179,-0.475102103020376,0.26568768182414,0.0740817713157146,-0.293003453790392,-0.62440932928475,0.0282297735845136,-0.0197202269730124,54.99|116539|0
-0.0383617409855632,1.17068660566342,-0.941987519332639,-0.0835285326114986,0.351330714554996,-1.26172030069016,0.837462935204982,0.0609348600262604,-0.357083387283373,-1.23153319406877,-0.700282914461647,0.182294496645206,0.697459223880263,-0.628973973317231,0.583086006168091,0.1880768376904,0.509364970236394,0.717168225364715,-0.149848501797605,-0.0952045712186006,0.36733134048128,1.02706165820893,-0.0649767273270892,-0.162573480849188,-0.282684045225263,-0.149615897912271,-0.0124966230289627,0.0416929977228372,48.48|65664|0
0.947161902343783,-1.86800646682605,-0.300008436091745,-1.19023962433311,-1.41097633961189,-0.70765897560052,-0.289103867147356,-0.416668999858402,-2.10958135589083,1.285683524646,-0.746959711139854,-0.520188101181651,1.63073486335445,-0.384325666391899,0.466161839703262,-0.375632574207225,0.317771230943022,0.0563457869972712,-0.165107578164459,0.403988395375416,0.0256149712655703,-0.200717075607778,-0.391570466749744,-0.0782665286893087,0.503154790050204,-0.121771823094572,-0.0349933298955363,0.0688221656109895,335.45|29830|0
1.40941931705225,-1.30657161268642,0.615150526325532,-1.4667035734459,-1.71888015930453,-0.315509028009184,-1.35295172310197,0.0515137223960262,-1.72764844632381,1.60783725835759,0.748631468703924,-0.748333775485818,-0.211438524778621,-0.152888187966294,0.238532019232022,0.157928680699347,0.0560109930989014,1.04460823282894,-0.0516846664405603,-0.273431012993769,0.0258473845277638,0.343252197285215,-0.108994353030916,-0.0159794569061069,0.363784100840868,-0.0525966511144973,0.0343117327277911,0.0170553302418737,49.0|53122|0
1.3993167009376,-1.27362893863165,1.3719048316397,-1.02435911718609,-2.24230515595957,-0.523963030387083,-1.48832156601862,-0.0423514331644299,-1.16738503006463,1.22294115357131,-0.471796249037394,-0.155201559305249,1.11565966965652,-1.0845908048455,-0.335073895060096,-0.610814656164127,0.805563885331381,-0.143072070818113,-0.214173219862255,-0.268956927054707,-0.203007965953288,-0.014546887642975,0.0844172750607581,0.733250362123826,0.223390153441141,-0.219932643550617,0.0812751850799274,0.0402968025128224,29.0|60385|0
1.02618672373123,0.458701088938708,1.00476028450455,3.79948116465362,-0.0809053267068479,0.505612105962404,-0.038627638188842,0.118007538570898,-0.770185323892294,1.00146183808066,-1.48787308435373,-0.1787600889467,0.0400649524241265,-0.203832528021571,-0.871878445951941,0.910711748962774,-0.621504580031744,-0.542023359064966,-0.925243038030048,-0.0529858973813971,-0.364223770822425,-1.13255155841329,0.0548208964799233,-0.205510127358012,0.273169401110895,-0.253608902491236,0.00297280186451561,0.0393159529353632,62.66|68458|0
2.03131837800301,-0.144584415003514,-1.71209678588901,0.466077845935296,0.158961741741621,-1.32117814167422,0.520015893065418,-0.438543705895594,0.462641773229026,0.108621464264625,-1.10266095738369,0.0326388643383729,-0.595385837754363,0.511426552907716,-0.377075894015037,-0.498461550045604,-0.0945027626964068,-0.731393911764528,0.246118181664463,-0.194944262666931,-0.0294522190354401,0.0291595969411554,0.0342969571019478,-0.0606773515433299,0.168570162769145,0.565817004859866,-0.106788134100669,-0.0732311620874019,39.99|107475|0
-3.50786122473889,0.310519978397778,0.874867900111699,0.432680481516197,2.52169278121426,0.272704826494802,1.54938280791086,-4.41552283323704,1.34834999027275,1.79029170355519,0.376193303722612,-0.856536966989832,0.459246840161885,-3.53743743881595,1.67118047805969,-0.111906908755387,0.148629082124151,0.20978168595844,-0.158152764386907,-1.47260688756842,1.45887497347285,-0.406302504746165,0.355692239416759,-0.888975214221512,0.718374796242417,-0.482998780498183,-2.34546747496085,-1.52068006934815,1.0|107302|0
1.96599926103565,-1.75724625654004,-1.80090142368216,-1.53995431562924,-0.906377646474083,-0.921166327811309,-0.374569963936727,-0.377700137887224,-1.68962162648672,1.58131611927057,-0.863246441724761,-1.18420590534417,-0.103846925661004,0.158663766713901,0.268390342384092,-0.614784483926709,0.511820520767465,-0.352807562649728,-0.191416129542729,-0.0577201569277411,-0.202693100603461,-0.673601804130271,0.165555173866973,0.621169239064344,-0.257897300936831,-0.359508878222783,-0.0652035721405725,-0.0182902826995581,211.3|51464|0
